name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Chicago,2024-01-01T00:00:00,0.8,-5.1,-2.9,76.79,0,0,,0,0,39.3,26.1,339,1021.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T01:00:00,0.8,-4.6,-3,76.14,0,0,,0,0,37.1,22.3,348,1021.7,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T02:00:00,0.8,-4.6,-3,76.14,0,0,,0,0,38.9,22.7,348,1022.5,100,13.6,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T03:00:00,0.4,-4.5,-2.5,80.46,0,0,,0,0,33.5,18.4,339,1023.1,100,12.7,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T04:00:00,0.2,-5.4,-3.1,78.5,0,0,,0,0,29.5,23,341,1023.6,100,14.7,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T05:00:00,0.2,-5.1,-3.8,74.39,0,0,,0,0,35.3,21.2,341,1024.2,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T06:00:00,-0.2,-5.1,-4.7,72.05,0,0,,0,0,24.1,17.3,334,1025,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T07:00:00,-0.4,-5.4,-5,71.09,0,0,,0,0,24.1,17.9,348,1025.9,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T08:00:00,-0.3,-5.3,-5,70.5,0,0,,0,0,24.1,17.9,341,1026.3,100,16,12,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T09:00:00,-0.2,-5,-5.1,69.78,0,0,,0,0,24.1,16.6,350,1026.8,100,16,64,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T10:00:00,0.3,-4,-5.1,66.96,0,0,,0,0,22.3,15.4,312,1027.3,100,16,65,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T11:00:00,0.5,-3.7,-4.9,67.48,0,0,,0,0,24.1,14.4,305,1027.4,100,16,67,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T12:00:00,0.5,-3.8,-5.3,64.8,0,0,,0,0,20.5,15.1,303,1027.1,100,14.9,53,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T13:00:00,0.2,-3.6,-5.7,64.5,0,0,,0,0,20.5,12.1,302,1026.8,100,16,54,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T14:00:00,0.2,-4.4,-5.7,64.5,0,0,,0,0,20.5,16.5,283,1026.5,100,16,39,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T15:00:00,-0.3,-5.1,-5.7,66.81,0,0,,0,0,20.5,17.1,277,1026.9,100,16,25,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T16:00:00,-0.8,-5.6,-6.2,66.88,0,0,,0,0,20.5,16.2,287,1027.1,100,16,7,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T17:00:00,-0.4,-4.7,-5.6,67.67,0,0,,0,0,18.4,14.1,268,1027.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T18:00:00,-0.8,-5.5,-5.6,69.8,0,0,,0,0,18.4,15.5,277,1027.2,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T19:00:00,-0.8,-5.8,-5.6,69.8,0,0,,0,0,18.4,16.9,272,1027,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T20:00:00,-1,-5.7,-5.7,70.37,0,0,,0,0,18.4,15.5,250,1026.7,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T21:00:00,-1.4,-6.9,-5.7,72.39,0,0,,0,0,20.5,19.3,250,1026.6,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T22:00:00,-2,-7.9,-6.2,73.17,0,0,,0,0,33.5,20.5,251,1026.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-01T23:00:00,-2,-8.3,-5.8,75.36,0,0,,0,0,31.7,23,245,1025.6,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T00:00:00,-2,-8.6,-5.7,76.02,0,0,,0,0,37.4,25.6,250,1025.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T01:00:00,-2,-7.7,-5.7,76.02,0,0,,0,0,36.7,19.3,249,1025.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T02:00:00,-2.4,-8.2,-5.6,78.23,0,0,,0,0,35.2,20,258,1025.6,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T03:00:00,-2,-8.4,-5.8,75.36,0,0,,0,0,33.9,24,262,1025.6,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T04:00:00,-1.9,-7.2,-5.7,75.2,0,0,,0,0,33.5,17.5,257,1025.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T05:00:00,-1.8,-7.5,-5.7,74.81,0,0,,0,0,33.5,20,245,1025,92.4,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838"
Chicago,2024-01-02T06:00:00,-2.4,-7.5,-5.7,77.87,0,0,,0,0,29.5,16.1,218,1024.5,38.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T07:00:00,-2.5,-8.2,-5.6,79.24,0,0,,0,0,31.3,18.9,218,1024,24.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T08:00:00,-2.4,-8.6,-5.2,80.79,0,0,,0,0,37.1,22.6,218,1024,24.2,16,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T09:00:00,-1.4,-7.6,-4.6,79.19,0,0,,0,0,37.1,23.8,225,1023.3,78.4,16,98,0.4,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T10:00:00,-0.2,-6,-4.3,73.72,0,0,,0,0,41.9,23.5,220,1022.6,78.4,16,91,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T11:00:00,1.4,-3.9,-3.7,68.47,0,0,,0,0,43.1,24.3,213,1021.4,78.4,16,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T12:00:00,2.5,-3.2,-3.7,63.47,0,0,,0,0,44.7,30.2,239,1020.4,78.4,16,128,0.5,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T13:00:00,2.8,-2,-3.2,64.56,0,0,,0,0,46.9,22.8,225,1019.2,78.4,16,92,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T14:00:00,4,-0.7,-2.7,61.97,0,0,,0,0,41.1,24.5,240,1019,84.4,16,90,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T15:00:00,3.9,-0.7,-2.6,62.49,0,0,,0,0,41.2,23.8,244,1018.8,84.4,16,42,0.2,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T16:00:00,3.4,-1.2,-2.1,66.88,0,0,,0,0,35.3,22.5,250,1018.9,90.3,16,9,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T17:00:00,3.4,-0.6,-2,67.74,0,0,,0,0,32.1,17.7,250,1019.2,91.8,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T18:00:00,3,-1.1,-1.7,71.44,0,0,,0,0,31.7,16.8,255,1019.3,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T19:00:00,2.8,-2,-1.4,73.82,0,0,,0,0,39.5,22.9,259,1019.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T20:00:00,2.4,-2.5,-1.9,72.99,0,0,,0,0,37.1,22.7,274,1019.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T21:00:00,1.4,-3.7,-2.1,77.71,0,0,,0,0,37.1,21.3,277,1019.5,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T22:00:00,0.5,-4.2,-2.4,80.54,0,0,,0,0,22.3,17.9,305,1019.2,100,13.6,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-02T23:00:00,-0.2,-4.9,-2.9,82.4,0,0,,0,0,18.4,16.5,307,1019.1,100,11.4,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T00:00:00,-0.2,-3.6,-3.3,79.75,0,0,,0,0,16.6,10.3,298,1018.8,100,10.9,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T01:00:00,-0.2,-3.8,-3.1,80.78,0,0,,0,0,20.5,11.1,297,1018.5,100,12.1,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T02:00:00,-0.1,-3.6,-2.8,82.3,0,0,,0,0,16.6,10.3,296,1018.4,100,12.1,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T03:00:00,0.4,-3.5,-2.8,78.97,0,0,,0,0,13,13.1,296,1018.6,100,12.7,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T04:00:00,0.4,-2.5,-2.6,80.3,0,0,,0,0,13,8.9,275,1018.2,100,12.7,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T05:00:00,0.3,-1.5,-1.8,85.92,0,0,,0,0,13,5.7,269,1018.1,100,7.1,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T06:00:00,0.5,-1.4,-1.6,85.83,0,0,,0,0,13,5.9,278,1017.9,100,7.6,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T07:00:00,0.5,-2.7,-2,83.02,0,0,,0,0,14.8,10,285,1018,100,10.8,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T08:00:00,0.8,-3.1,-2.4,78.81,0,0,,0,0,16.6,13.5,313,1018.2,100,12.7,5,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T09:00:00,1,-3.2,-3.3,73.11,0,0,,0,0,18.4,15,302,1018.8,100,16,9,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T10:00:00,1,-2.5,-3.3,73.11,0,0,,0,0,22.3,11.7,310,1019.2,100,16,23,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T11:00:00,1.4,-2.1,-3.3,70.95,0,0,,0,0,22.3,12.2,319,1019.1,100,16,17,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T12:00:00,1.4,-3.2,-3.3,70.95,0,0,,0,0,24.1,18.1,314,1018.2,100,16,23,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T13:00:00,1.5,-2.2,-3.1,71.29,0,0,,0,0,22.3,13.2,309,1017.4,100,16,25,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T14:00:00,1.6,-2.5,-3.3,70.05,0,0,,0,0,24.1,15.4,306,1017.3,97.5,16,21,0.1,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T15:00:00,2.2,-1.8,-3.3,66.98,0,0,,0,0,22.3,15.7,324,1018,90.3,16,62,0.2,1,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T16:00:00,2.2,-0.8,-3.7,65.22,0,0,,0,0,22.3,10.4,307,1018.7,92.8,16,5,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T17:00:00,2,-1.6,-3.2,68.39,0,0,,0,0,22.3,13.2,304,1019.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T18:00:00,2,-1.1,-2.8,70.39,0,0,,0,0,22.3,10.8,309,1020.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T19:00:00,2,-1.5,-2.4,72.64,0,0,,0,0,22.3,12.7,299,1020.8,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T20:00:00,2,-1.7,-2.4,72.64,0,0,,0,0,24.1,14,302,1021.3,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T21:00:00,1.8,-2,-2.4,73.64,0,0,,0,0,25.9,14.3,322,1021.6,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T22:00:00,1.8,-2.2,-3.1,69.64,0,0,,0,0,27.7,15.1,329,1022.3,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-03T23:00:00,1.8,-1.9,-3.7,66.94,0,0,,0,0,27.7,13.6,316,1022.7,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T00:00:00,1.5,-3,-3.8,67.54,0,0,,0,0,27.7,17.7,331,1023.1,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T01:00:00,1.3,-3.2,-4,67.69,0,0,,0,0,27.7,17.7,341,1023.4,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T02:00:00,1,-3.5,-4.3,67.44,0,0,,0,0,33.5,16.9,352,1024.4,97.5,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T03:00:00,0.2,-3.8,-5.3,66.43,0,0,,0,0,33.5,13.3,341,1025.3,85.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T04:00:00,-0.6,-5.1,-6.3,65.65,0,0,,0,0,29.5,14.5,351,1025.4,78.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T05:00:00,-1.4,-5.9,-7.7,62.31,0,0,,0,0,24.1,13.9,359,1025.8,69.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T06:00:00,-1.6,-6.5,-8,61.66,0,0,,0,0,22.3,15.2,353,1026.6,24.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T07:00:00,-2.2,-6.3,-8.4,62.77,0,0,,0,0,18.4,11.2,339,1027.4,24.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T08:00:00,-2.1,-6.1,-8.4,62.24,0,0,,0,0,16.6,11.2,341,1028.1,24.2,16,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T09:00:00,-0.3,-4.4,-8,56.12,0,0,,0,0,13,13.3,335,1028.8,64.8,16,137,0.5,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T10:00:00,0.5,-3,-7.9,53.14,0,0,,0,0,11.2,11.5,323,1029.5,64.8,16,116,0.4,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T11:00:00,1.3,1.3,-7.9,50.42,0,0,,0,0,11.2,0,0,1028.9,36.2,16,169,0.6,2,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T12:00:00,1.4,1.4,-8,49.54,0,0,,0,0,9.4,4.8,70,1028.3,24.2,16,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T13:00:00,2.3,-0.1,-7.9,46.95,0,0,,0,0,7.6,8.2,296,1027.6,38.9,16,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T14:00:00,2,2,-7.9,47.96,0,0,,0,0,5.4,2.8,306,1027.5,38.9,16,253,0.9,3,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T15:00:00,2.8,2.8,-7.3,47.52,0,0,,0,0,3.6,2.3,325,1027.3,78.4,16,139,0.5,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T16:00:00,2.5,0.5,-7.3,48.64,0,0,,0,0,5.4,7,272,1027.4,78.4,16,18,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T17:00:00,1,-2.8,-7,55.1,0,0,,0,0,7.6,12.9,254,1027.9,44,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T18:00:00,-0.1,-2.4,-6.7,60.97,0,0,,0,0,9.4,6.7,278,1028.2,38.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T19:00:00,0.1,0.1,-6.4,61.54,0,0,,0,0,11.2,3.5,289,1028,69.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T20:00:00,-0.1,-2.2,-6.2,63.53,0,0,,0,0,11.2,6.2,292,1028,96.2,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T21:00:00,0.5,-1.7,-6.2,60.64,0,0,,0,0,13,6.8,270,1028,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T22:00:00,0.4,-1.6,-6.2,61.09,0,0,,0,0,13,6.1,274,1027.2,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-04T23:00:00,0.6,-2.4,-6.2,60.44,0,0,,0,0,14.8,9.4,238,1026.9,100,16,0,0,0,10,Overcast,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T00:00:00,-0.1,-0.1,-6.2,63.67,0,0,,0,0,14.8,0.6,332,1026.5,75,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T01:00:00,-0.7,-0.7,-6.3,66.03,0,0,,0,0,9.4,3.5,242,1026.2,44,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T02:00:00,-1.4,-3.9,-6.3,69.31,0,0,,0,0,9.4,6.7,194,1026.5,78.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T03:00:00,-1.8,-4.7,-5.9,73.11,0,0,,0,0,11.2,7.8,208,1026.4,85.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T04:00:00,-2.1,-4.7,-5.9,74.89,0,0,,0,0,13,6.7,210,1026.2,85.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T05:00:00,-2.4,-5.4,-6.2,74.84,0,0,,0,0,14.8,7.8,210,1026.3,85.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T06:00:00,-1.9,-5.3,-6,73.35,0,0,,0,0,16.6,9.1,207,1026.7,85.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T07:00:00,-2.2,-5.3,-6.2,73.85,0,0,,0,0,16.6,8,187,1026.5,78.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T08:00:00,-2.2,-5.4,-6,74.84,0,0,,0,0,16.6,8.4,184,1026.2,78.4,16,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T09:00:00,-1.1,-4.7,-5.8,70.56,0,0,,0,0,14.8,10.2,191,1026.3,78.4,16,86,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T10:00:00,0,-3.5,-5.3,67.26,0,0,,0,0,14.8,10.9,187,1025.6,78.4,16,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T11:00:00,0.8,-2.4,-5.4,63.01,0,0,,0,0,16.6,10.4,195,1024.2,78.4,16,186,0.7,2,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T12:00:00,1.8,-1,-4.8,61.89,0,0,,0,0,16.6,9.1,184,1022.7,78.4,16,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T13:00:00,2.3,0.1,-4.8,59.65,0,0,,0,0,14.8,7.6,142,1021.2,81.7,16,79,0.3,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T14:00:00,2.9,-0.2,-4.8,57.27,0,0,,0,0,16.6,11.4,176,1022.3,78.4,16,108,0.4,1,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T15:00:00,2.6,-0.4,-4.8,58.19,0,0,,0,0,16.6,10.9,199,1022,80.9,16,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T16:00:00,2,-0.6,-4.8,60.72,0,0,,0,0,16.6,9,136,1020.7,88.1,16,6,0,0,10,Partially cloudy,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
Chicago,2024-01-05T17:00:00,1.9,-1.4,-5,60.23,0,0,,0,0,16.6,11.7,119,1019.8,88.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
